audio_0001|Again.,,,
audio_0635|That was a surprisingly gentle turn around the balcony.,,,
audio_0636|That was a surprisingly gentle turn around the desk.,,,
audio_0637|That was a surprisingly gentle turn around the garden.,,,
audio_0638|That was a surprisingly gentle turn around the window.,,,
audio_0639|That was a surprisingly mighty turn around the bookshelf.,,,
audio_0640|That was a surprisingly mighty turn around the garage.,,,
audio_0641|That was a surprisingly mighty turn around the kitchen.,,,
audio_0642|That was a surprisingly mighty turn around the workshop.,,,
audio_0643|That was a surprisingly noisy turn around the balcony.,,,
audio_0644|That was a surprisingly noisy turn around the bookshelf.,,,
audio_0645|That was a surprisingly noisy turn around the garage.,,,
audio_0646|That was a surprisingly noisy turn around the garden.,,,
audio_0647|That was a surprisingly noisy turn around the kitchen.,,,
audio_0648|That was a surprisingly noisy turn around the window.,,,
audio_0649|That was a surprisingly noisy turn around the workshop.,,,
audio_0650|That was a surprisingly sleepy turn around the balcony.,,,
audio_0651|That was a surprisingly sleepy turn around the rooftop.,,,
audio_0652|That was a surprisingly sleepy turn around the window.,,,
audio_0653|That was a surprisingly sleepy turn around the workshop.,,,
audio_0654|That was a surprisingly sparkly turn around the rooftop.,,,
audio_0655|That was a surprisingly sparkly turn around the window.,,,
audio_0656|That was a surprisingly sparkly turn around the workshop.,,,
audio_0657|That was a surprisingly tiny turn around the desk.,,,
audio_0658|That was a surprisingly tiny turn around the hallway.,,,
audio_0659|That was a surprisingly tiny turn around the workshop.,,,
audio_0660|The balcony smells faintly like toast and machine oil today.,,,
audio_0661|The battery level looks steady this morning.,,,
audio_0662|The bookshelf smells faintly like toast and machine oil today.,,,
audio_0663|The brave breeze through the window keeps lifting my feathers.,,,
audio_0664|The cheeky breeze through the window keeps lifting my feathers.,,,
audio_0665|The clever breeze through the window keeps lifting my feathers.,,,
audio_0666|The curious breeze through the window keeps lifting my feathers.,,,
audio_0667|The desk smells faintly like toast and machine oil today.,,,
audio_0668|The drizzle outside makes the whole balcony sound different.,,,
audio_0669|The drizzle outside makes the whole hallway sound different.,,,
audio_0670|The feathers on my tail need tidying up.,,,
audio_0671|The floor feels slightly uneven near the balcony today.,,,
audio_0672|The floor feels slightly uneven near the bookshelf today.,,,
audio_0673|The floor feels slightly uneven near the desk today.,,,
audio_0674|The floor feels slightly uneven near the garage today.,,,
audio_0675|The floor feels slightly uneven near the hallway today.,,,
audio_0676|The floor feels slightly uneven near the kitchen today.,,,
audio_0677|The floor feels slightly uneven near the rooftop today.,,,
audio_0678|The floor feels slightly uneven near the window today.,,,
audio_0679|The floor feels slightly uneven near the workshop today.,,,
audio_0680|The fog outside makes the whole bookshelf sound different.,,,
audio_0681|The fog outside makes the whole garden sound different.,,,
audio_0682|The fog outside makes the whole window sound different.,,,
audio_0683|The garage smells faintly like toast and machine oil today.,,,
audio_0684|The garden smells faintly like toast and machine oil today.,,,
audio_0685|The gentle breeze through the window keeps lifting my feathers.,,,
audio_0686|The hail outside makes the whole kitchen sound different.,,,
audio_0687|The heat outside makes the whole balcony sound different.,,,
audio_0688|The heat outside makes the whole garage sound different.,,,
audio_0689|The heat outside makes the whole hallway sound different.,,,
audio_0690|The heat outside makes the whole kitchen sound different.,,,
audio_0691|The heat outside makes the whole window sound different.,,,
audio_0692|The indicator changed from green to red after 12 degrees.,,,
audio_0693|The indicator changed from green to red after 12 metres.,,,
audio_0694|The indicator changed from green to red after 12 percent.,,,
audio_0695|The indicator changed from green to red after 12 watts.,,,
audio_0696|The indicator changed from green to red after 15 kilograms.,,,
audio_0697|The indicator changed from green to red after 18 centimetres.,,,
audio_0698|The indicator changed from green to red after 18 degrees.,,,
audio_0699|The indicator changed from green to red after 18 percent.,,,
audio_0700|The indicator changed from green to red after 20 centimetres.,,,
audio_0701|The indicator changed from green to red after 20 kilograms.,,,
audio_0702|The indicator changed from green to red after 20 metres.,,,
audio_0703|The indicator changed from green to red after 20 seconds.,,,
audio_0704|The indicator changed from green to red after 20 volts.,,,
audio_0705|The indicator changed from green to red after 20 watts.,,,
audio_0706|The indicator changed from green to red after 24 degrees.,,,
audio_0707|The indicator changed from green to red after 24 kilograms.,,,
audio_0708|The indicator changed from green to red after 24 seconds.,,,
audio_0709|The indicator changed from green to red after 24 volts.,,,
audio_0710|The indicator changed from green to red after 3 metres.,,,
audio_0711|The indicator changed from green to red after 3 minutes.,,,
audio_0712|The indicator changed from green to red after 3 seconds.,,,
audio_0713|The indicator changed from green to red after 30 centimetres.,,,
audio_0714|The indicator changed from green to red after 30 degrees.,,,
audio_0715|The indicator changed from green to red after 30 grams.,,,
audio_0716|The indicator changed from green to red after 30 minutes.,,,
audio_0717|The indicator changed from green to red after 30 seconds.,,,
audio_0718|The indicator changed from green to red after 30 watts.,,,
audio_0719|The indicator changed from green to red after 4 centimetres.,,,
audio_0720|The indicator changed from green to red after 4 metres.,,,
audio_0721|The indicator changed from green to red after 42 grams.,,,
audio_0722|The indicator changed from green to red after 42 percent.,,,
audio_0723|The indicator changed from green to red after 5 metres.,,,
audio_0724|The indicator changed from green to red after 5 percent.,,,
audio_0725|The indicator changed from green to red after 57 centimetres.,,,
audio_0726|The indicator changed from green to red after 57 metres.,,,
audio_0727|The indicator changed from green to red after 57 volts.,,,
audio_0728|The indicator changed from green to red after 57 watts.,,,
audio_0729|The indicator changed from green to red after 64 grams.,,,
audio_0730|The indicator changed from green to red after 64 metres.,,,
audio_0731|The indicator changed from green to red after 7 degrees.,,,
audio_0732|The indicator changed from green to red after 7 kilograms.,,,
audio_0733|The indicator changed from green to red after 7 seconds.,,,
audio_0734|The indicator changed from green to red after 7 watts.,,,
audio_0735|The indicator changed from green to red after 8 degrees.,,,
audio_0736|The indicator changed from green to red after 8 kilograms.,,,
audio_0737|The indicator changed from green to red after 8 watts.,,,
audio_0738|The indicator changed from green to red after 88 degrees.,,,
audio_0739|The indicator changed from green to red after 88 percent.,,,
audio_0740|The indicator changed from green to red after 88 seconds.,,,
audio_0741|The indicator changed from green to red after 88 volts.,,,
audio_0742|The indicator changed from green to red after 99 centimetres.,,,
audio_0743|The indicator changed from green to red after 99 kilograms.,,,
audio_0744|The indicator changed from green to red after 99 watts.,,,
audio_0745|The kitchen smells faintly like toast and machine oil today.,,,
audio_0746|The mighty breeze through the window keeps lifting my feathers.,,,
audio_0747|The mist outside makes the whole balcony sound different.,,,
audio_0748|The noisy breeze through the window keeps lifting my feathers.,,,
audio_0749|The rain outside makes the whole garage sound different.,,,
audio_0750|The rain outside makes the whole hallway sound different.,,,
audio_0751|The rain outside makes the whole rooftop sound different.,,,
audio_0752|The rain outside makes the whole workshop sound different.,,,
audio_0753|The rooftop smells faintly like toast and machine oil today.,,,
audio_0754|The sleepy breeze through the window keeps lifting my feathers.,,,
audio_0755|The snow outside makes the whole desk sound different.,,,
audio_0756|The snow outside makes the whole garden sound different.,,,
audio_0757|The snow outside makes the whole hallway sound different.,,,
audio_0758|The snow outside makes the whole kitchen sound different.,,,
audio_0759|The snow outside makes the whole workshop sound different.,,,
audio_0760|The sound from the balcony echoes more than usual tonight.,,,
audio_0761|The sound from the bookshelf echoes more than usual tonight.,,,
audio_0762|The sound from the desk echoes more than usual tonight.,,,
audio_0763|The sound from the garage echoes more than usual tonight.,,,
audio_0764|The sound from the garden echoes more than usual tonight.,,,
audio_0765|The sound from the hallway echoes more than usual tonight.,,,
audio_0766|The sound from the kitchen echoes more than usual tonight.,,,
audio_0767|The sound from the rooftop echoes more than usual tonight.,,,
audio_0768|The sound from the window echoes more than usual tonight.,,,
audio_0769|The sound from the workshop echoes more than usual tonight.,,,
audio_0770|The sunshine outside makes the whole garage sound different.,,,
audio_0771|The sunshine outside makes the whole hallway sound different.,,,
audio_0772|The sunshine outside makes the whole rooftop sound different.,,,
audio_0773|The sunshine outside makes the whole window sound different.,,,
audio_0774|The tiny breeze through the window keeps lifting my feathers.,,,
audio_0775|The wind outside makes the whole balcony sound different.,,,
audio_0776|The wind outside makes the whole bookshelf sound different.,,,
audio_0777|The wind outside makes the whole garage sound different.,,,
audio_0778|The window smells faintly like toast and machine oil today.,,,
audio_0779|The workshop smells faintly like toast and machine oil today.,,,
audio_0780|There is a small rattle coming from the black panel.,,,
audio_0781|There is a small rattle coming from the blue panel.,,,
audio_0782|There is a small rattle coming from the golden panel.,,,
audio_0783|There is a small rattle coming from the green panel.,,,
audio_0784|There is a small rattle coming from the orange panel.,,,
audio_0785|There is a small rattle coming from the purple panel.,,,
audio_0786|There is a small rattle coming from the red panel.,,,
audio_0787|There is a small rattle coming from the silver panel.,,,
audio_0788|There is a small rattle coming from the white panel.,,,
audio_0789|There is a small rattle coming from the yellow panel.,,,
audio_0790|This snack tastes better when it is served in tiny pieces.,,,
audio_0791|We should double-check the battery before starting the next routine.,,,
audio_0792|We should double-check the button before starting the next routine.,,,
audio_0793|We should double-check the camera before starting the next routine.,,,
audio_0794|We should double-check the feather before starting the next routine.,,,
audio_0795|We should double-check the hinge before starting the next routine.,,,
audio_0796|We should double-check the lever before starting the next routine.,,,
audio_0797|We should double-check the perch before starting the next routine.,,,
audio_0798|We should double-check the screw before starting the next routine.,,,
audio_0799|We should double-check the sensor before starting the next routine.,,,
audio_0800|We should double-check the switch before starting the next routine.,,,
audio_0801|After 12 degrees of waiting, I began to suspect that the promised banana chip had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0802|After 12 grams of waiting, I began to suspect that the promised banana chip had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0803|After 15 watts of waiting, I began to suspect that the promised almond had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0804|After 18 centimetres of waiting, I began to suspect that the promised peanut had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0805|After 18 degrees of waiting, I began to suspect that the promised biscuit had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0806|After 18 grams of waiting, I began to suspect that the promised cracker had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0807|After 18 percent of waiting, I began to suspect that the promised banana chip had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0808|After 18 seconds of waiting, I began to suspect that the promised rice cake had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0809|After 20 percent of waiting, I began to suspect that the promised rice cake had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0810|After 20 seconds of waiting, I began to suspect that the promised almond had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0811|After 20 watts of waiting, I began to suspect that the promised almond had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0812|After 20 watts of waiting, I began to suspect that the promised sunflower seed had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0813|After 25 degrees of waiting, I began to suspect that the promised rice cake had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0814|After 25 volts of waiting, I began to suspect that the promised apple slice had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0815|After 30 metres of waiting, I began to suspect that the promised peanut had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0816|After 30 volts of waiting, I began to suspect that the promised berry had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0817|After 30 volts of waiting, I began to suspect that the promised biscuit had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0818|After 5 degrees of waiting, I began to suspect that the promised rice cake had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0819|After 7 kilograms of waiting, I began to suspect that the promised apple slice had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0820|After 7 metres of waiting, I began to suspect that the promised rice cake had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0821|After 9 kilograms of waiting, I began to suspect that the promised banana chip had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0822|After 9 metres of waiting, I began to suspect that the promised biscuit had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0823|After 9 metres of waiting, I began to suspect that the promised grape had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0824|After 90 centimetres of waiting, I began to suspect that the promised almond had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0825|After 90 kilograms of waiting, I began to suspect that the promised almond had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0826|After 90 volts of waiting, I began to suspect that the promised berry had been delayed, misplaced, or perhaps eaten by someone with remarkably poor manners.
audio_0827|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious battery too close to my face without a calm explanation first.,,
audio_0828|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious button too close to my face without a calm explanation first.,,
audio_0829|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious camera too close to my face without a calm explanation first.,,
audio_0830|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious feather too close to my face without a calm explanation first.,,
audio_0831|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious hinge too close to my face without a calm explanation first.,,
audio_0832|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious lever too close to my face without a calm explanation first.,,
audio_0833|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious sensor too close to my face without a calm explanation first.,,
audio_0834|Although I appreciate shiny objects in principle, I would still prefer that nobody waves a mysterious switch too close to my face without a calm explanation first.,,
audio_0835|As soon as Alex walked into the garage, I noticed the red hinge, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0836|As soon as Alex walked into the kitchen, I noticed the purple screw, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0837|As soon as Alex walked into the kitchen, I noticed the yellow screw, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0838|As soon as Avery walked into the garage, I noticed the golden hinge, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0839|As soon as Avery walked into the garage, I noticed the red button, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0840|As soon as Avery walked into the hallway, I noticed the golden feather, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0841|As soon as Casey walked into the bookshelf, I noticed the yellow screw, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0842|As soon as Jamie walked into the desk, I noticed the white hinge, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0843|As soon as Jordan walked into the kitchen, I noticed the red screw, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0844|As soon as Jordan walked into the window, I noticed the golden battery, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0845|As soon as Maya walked into the garden, I noticed the green sensor, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0846|As soon as Maya walked into the rooftop, I noticed the black sensor, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0847|As soon as Maya walked into the window, I noticed the red switch, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0848|As soon as Maya walked into the window, I noticed the yellow button, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0849|As soon as Morgan walked into the bookshelf, I noticed the blue button, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0850|As soon as Morgan walked into the garden, I noticed the orange camera, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0851|As soon as Morgan walked into the window, I noticed the green battery, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0852|As soon as Riley walked into the kitchen, I noticed the orange switch, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0853|As soon as Riley walked into the kitchen, I noticed the yellow sensor, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0854|As soon as Sam walked into the balcony, I noticed the green hinge, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0855|As soon as Sam walked into the garage, I noticed the black button, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0856|As soon as Sam walked into the rooftop, I noticed the orange switch, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0857|As soon as Sam walked into the window, I noticed the purple button, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0858|As soon as Taylor walked into the bookshelf, I noticed the blue battery, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0859|As soon as Taylor walked into the garage, I noticed the white perch, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0860|As soon as Taylor walked into the garden, I noticed the black battery, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0861|As soon as Taylor walked into the garden, I noticed the green battery, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0862|As soon as Taylor walked into the hallway, I noticed the golden battery, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0863|As soon as Taylor walked into the hallway, I noticed the golden button, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0864|As soon as Taylor walked into the hallway, I noticed the red lever, the smell of warm toast, and the suspicious silence that usually means somebody forgot an important step.
audio_0865|By the time we reached the bookshelf, the drizzle had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0866|By the time we reached the bookshelf, the mist had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0867|By the time we reached the bookshelf, the rain had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0868|By the time we reached the desk, the sunshine had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0869|By the time we reached the garage, the heat had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0870|By the time we reached the garden, the hail had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0871|By the time we reached the garden, the rain had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0872|By the time we reached the kitchen, the mist had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0873|By the time we reached the kitchen, the rain had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0874|By the time we reached the kitchen, the thunder had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0875|By the time we reached the kitchen, the wind had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0876|By the time we reached the rooftop, the drizzle had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0877|By the time we reached the rooftop, the sunshine had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0878|By the time we reached the window, the heat had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0879|By the time we reached the workshop, the heat had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0880|By the time we reached the workshop, the mist had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0881|By the time we reached the workshop, the sunshine had changed, the floor felt cooler, and the whole adventure seemed far more serious than it did at the start.
audio_0882|I can be patient for a while, but if the room stays this quiet much longer, I may start narrating the situation just to keep everyone alert and entertained.,
audio_0883|I do not mind repeating myself, but I would appreciate a tiny pause between requests so I can sound graceful instead of startled.,,
audio_0884|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally brave feathers.,
audio_0885|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally cheeky feathers.,
audio_0886|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally clever feathers.,
audio_0887|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally curious feathers.,
audio_0888|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally gentle feathers.,
audio_0889|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally mighty feathers.,
audio_0890|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally noisy feathers.,
audio_0891|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally sleepy feathers.,
audio_0892|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally sparkly feathers.,
audio_0893|I like it when the instructions are clear, the snacks are fresh, and the conversation includes at least one compliment about my exceptionally tiny feathers.,
audio_0894|I remember hearing Alex mention the schedule earlier, but I was distracted by a black reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0895|I remember hearing Alex mention the schedule earlier, but I was distracted by a purple reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0896|I remember hearing Alex mention the schedule earlier, but I was distracted by a red reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0897|I remember hearing Alex mention the schedule earlier, but I was distracted by a white reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0898|I remember hearing Avery mention the schedule earlier, but I was distracted by a blue reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0899|I remember hearing Avery mention the schedule earlier, but I was distracted by a golden reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0900|I remember hearing Avery mention the schedule earlier, but I was distracted by a green reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0901|I remember hearing Avery mention the schedule earlier, but I was distracted by a red reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0902|I remember hearing Casey mention the schedule earlier, but I was distracted by a white reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0903|I remember hearing Jamie mention the schedule earlier, but I was distracted by a black reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0904|I remember hearing Jamie mention the schedule earlier, but I was distracted by a blue reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0905|I remember hearing Jamie mention the schedule earlier, but I was distracted by a green reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0906|I remember hearing Jamie mention the schedule earlier, but I was distracted by a red reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0907|I remember hearing Jamie mention the schedule earlier, but I was distracted by a white reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0908|I remember hearing Jordan mention the schedule earlier, but I was distracted by a blue reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0909|I remember hearing Jordan mention the schedule earlier, but I was distracted by a green reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0910|I remember hearing Jordan mention the schedule earlier, but I was distracted by a red reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0911|I remember hearing Maya mention the schedule earlier, but I was distracted by a black reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0912|I remember hearing Maya mention the schedule earlier, but I was distracted by a blue reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0913|I remember hearing Maya mention the schedule earlier, but I was distracted by a golden reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0914|I remember hearing Maya mention the schedule earlier, but I was distracted by a green reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0915|I remember hearing Maya mention the schedule earlier, but I was distracted by a purple reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0916|I remember hearing Maya mention the schedule earlier, but I was distracted by a red reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0917|I remember hearing Maya mention the schedule earlier, but I was distracted by a yellow reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0918|I remember hearing Morgan mention the schedule earlier, but I was distracted by a black reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0919|I remember hearing Morgan mention the schedule earlier, but I was distracted by a orange reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0920|I remember hearing Morgan mention the schedule earlier, but I was distracted by a purple reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0921|I remember hearing Morgan mention the schedule earlier, but I was distracted by a silver reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0922|I remember hearing Morgan mention the schedule earlier, but I was distracted by a white reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0923|I remember hearing Morgan mention the schedule earlier, but I was distracted by a yellow reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0924|I remember hearing Riley mention the schedule earlier, but I was distracted by a black reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0925|I remember hearing Riley mention the schedule earlier, but I was distracted by a orange reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0926|I remember hearing Riley mention the schedule earlier, but I was distracted by a silver reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0927|I remember hearing Riley mention the schedule earlier, but I was distracted by a yellow reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0928|I remember hearing Sam mention the schedule earlier, but I was distracted by a blue reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0929|I remember hearing Sam mention the schedule earlier, but I was distracted by a golden reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0930|I remember hearing Sam mention the schedule earlier, but I was distracted by a red reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0931|I remember hearing Sam mention the schedule earlier, but I was distracted by a white reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0932|I remember hearing Sam mention the schedule earlier, but I was distracted by a yellow reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0933|I remember hearing Taylor mention the schedule earlier, but I was distracted by a black reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0934|I remember hearing Taylor mention the schedule earlier, but I was distracted by a orange reflection on the wall and a completely irresistible urge to investigate it.,,
audio_0935|I was feeling quite calm until the hinge made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0936|I was feeling quite calm until the perch made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0937|I was feeling quite calm until the screw made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0938|I was feeling quite calm until the sensor made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0939|I was feeling quite curious until the battery made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0940|I was feeling quite curious until the camera made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0941|I was feeling quite curious until the hinge made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0942|I was feeling quite curious until the screw made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0943|I was feeling quite curious until the sensor made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0944|I was feeling quite excited until the feather made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0945|I was feeling quite excited until the sensor made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0946|I was feeling quite excited until the switch made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0947|I was feeling quite grumpy until the button made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0948|I was feeling quite happy until the battery made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0949|I was feeling quite happy until the camera made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0950|I was feeling quite happy until the hinge made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0951|I was feeling quite happy until the lever made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0952|I was feeling quite happy until the perch made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0953|I was feeling quite nervous until the hinge made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0954|I was feeling quite nervous until the lever made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
